user_id,age,gender,height,weight,goal,BMI,day1,day2,day3,day4,day5,day6,day7
45,38,Female,161,69,Lose,26.6,"Cardio: Treadmill jog (20 minutes) <br> Legs: Bodyweight Squats (3 sets x 12 reps), Lunges (3 sets x 10 reps per leg), Step-ups (3 sets x 10 reps per leg)","Upper Body: Push-ups (3 sets x 8 reps), Dumbbell Rows (3 sets x 10 reps), Shoulder Press (3 sets x 10 reps) <br> Abs: Plank (3 sets x 30 seconds), Russian Twists (3 sets x 15 reps)","Cardio: Stationary bike (25 minutes) <br> Full Body: Circuit training - Squats, Push-ups, Bent-over Rows, Lunges, Tricep Dips (3 rounds, 45 seconds each exercise)","Lower Body: Goblet Squats (3 sets x 12 reps), Romanian Deadlifts (3 sets x 10 reps), Glute Bridges (3 sets x 15 reps) <br> Calves: Standing Calf Raises (3 sets x 15 reps)","Cardio: Elliptical (20 minutes) <br> Upper Body: Dumbbell Chest Press (3 sets x 10 reps), Lat Pulldowns (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps)","Full Body: Circuit training - Jumping Jacks, Mountain Climbers, Burpees, High Knees, Plank Jacks (3 rounds, 30 seconds each exercise) <br> Abs: Crunches (3 sets x 15 reps), Leg Raises (3 sets x 12 reps)",Light cardio: Brisk walk (20 minutes) <br> Stretching routine (15 minutes) <br> Yoga: Basic flow sequence (10 minutes)
46,33,Male,174,80,Maintain,26.4,"Chest: Bench Press (3 sets x 10 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Tricep Pushdown (3 sets x 12 reps), Overhead Tricep Extension (3 sets x 12 reps)","Back: Deadlifts (3 sets x 8 reps), Lat Pulldown (3 sets x 10 reps), Seated Cable Row (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 10 reps), Hammer Curl (3 sets x 12 reps)","Legs: Squat (3 sets x 10 reps), Leg Press (3 sets x 12 reps), Lunges (3 sets x 10 reps per leg), Leg Curls (3 sets x 12 reps)","Shoulders: Overhead Press (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps), Face Pull (3 sets x 12 reps) <br> Abs: Plank (3 sets x 45 seconds), Russian Twists (3 sets x 20 reps)","Chest: Incline Bench Press (3 sets x 10 reps), Dumbbell Fly (3 sets x 12 reps), Push-ups (3 sets x max reps) <br> Triceps: Dips (3 sets x 10 reps), Close Grip Bench Press (3 sets x 10 reps)","Back: Pull-ups (3 sets x max reps), Bent Over Row (3 sets x 10 reps), Single-Arm Dumbbell Row (3 sets x 12 reps per arm) <br> Biceps: Incline Dumbbell Curl (3 sets x 10 reps), Preacher Curl (3 sets x 12 reps)",Light cardio: Stationary bike (20 minutes) <br> Stretching routine (15 minutes) <br> Yoga: Basic balance poses (10 minutes)
47,29,Female,159,51,Gain,20.2,"Full Body: Bodyweight Squats (3 sets x 12 reps), Push-ups (3 sets x 8 reps), Assisted Pull-ups (3 sets x 8 reps), Lunges (3 sets x 10 reps per leg) <br> Abs: Plank (3 sets x 20 seconds), Crunches (3 sets x 12 reps)","Upper Body: Dumbbell Chest Press (3 sets x 10 reps), Dumbbell Rows (3 sets x 10 reps), Shoulder Press (3 sets x 10 reps) <br> Triceps: Tricep Dips (3 sets x 8 reps)","Lower Body: Goblet Squats (3 sets x 12 reps), Step-ups (3 sets x 10 reps per leg), Glute Bridges (3 sets x 12 reps) <br> Calves: Standing Calf Raises (3 sets x 15 reps)","Cardio: Light jog or brisk walk (15 minutes) <br> Full Body: Circuit training - Squats, Push-ups, Bent-over Rows, Lunges (2 rounds, 45 seconds each exercise)","Upper Body: Assisted Pull-ups (3 sets x 8 reps), Dumbbell Bench Press (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps) <br> Biceps: Dumbbell Curls (3 sets x 10 reps)","Lower Body: Bulgarian Split Squats (3 sets x 10 reps per leg), Romanian Deadlifts (3 sets x 10 reps), Hip Thrusts (3 sets x 12 reps) <br> Abs: Planks (3 sets x 25 seconds), Bicycle Crunches (3 sets x 15 reps)",Light cardio: Stationary bike (15 minutes) <br> Stretching routine (15 minutes) <br> Yoga: Gentle flow sequence (10 minutes)
48,41,Male,181,93,Lose,28.4,"Cardio: Treadmill run (30 minutes, moderate intensity) <br> Chest: Bench Press (3 sets x 10 reps), Incline Dumbbell Press (3 sets x 12 reps) <br> Triceps: Tricep Pushdown (3 sets x 12 reps)","Cardio: High-Intensity Interval Training (20 minutes) <br> Back: Lat Pulldown (3 sets x 10 reps), Seated Cable Row (3 sets x 12 reps) <br> Biceps: Barbell Curl (3 sets x 12 reps)","Legs: Squat (3 sets x 10 reps), Leg Press (3 sets x 12 reps), Lunges (3 sets x 10 reps per leg) <br> Abs: Plank (3 sets x 45 seconds), Crunches (3 sets x 15 reps)","Cardio: Elliptical (30 minutes, moderate intensity) <br> Shoulders: Overhead Press (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps)","Cardio: Stationary bike (25 minutes, high intensity) <br> Full Body: Circuit training - Burpees, Mountain Climbers, Push-ups, Squats, Dumbbell Rows (3 rounds, 45 seconds each exercise)","Cardio: Treadmill run (20 minutes, moderate intensity) <br> Back: Pull-ups (3 sets x max reps), Bent Over Row (3 sets x 10 reps) <br> Biceps: Hammer Curl (3 sets x 12 reps)",Light cardio: Brisk walk (20 minutes) <br> Stretching routine (15 minutes) <br> Yoga: Sun Salutations (10 minutes)
49,29,Male,175,78,Maintain,25.5,"Chest: Bench Press (3 sets x 10 reps), Cable Crossover (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Dips (3 sets x 12 reps) <br> Abs: Crunches (3 sets x 15 reps), Plank (3 sets x 30 seconds)","Back: Bent-over Rows (3 sets x 10 reps), Lat Pulldowns (3 sets x 12 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps) <br> Cardio: 20 minutes jogging on treadmill","Legs: Squats (3 sets x 10 reps), Leg Press (3 sets x 12 reps), Lunges (3 sets x 10 reps each leg) <br> Calves: Standing Calf Raises (3 sets x 15 reps) <br> Abs: Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 15 reps)","Shoulders: Overhead Press (3 sets x 10 reps), Lateral Raises (3 sets x 12 reps) <br> Traps: Barbell Shrugs (3 sets x 12 reps) <br> Cardio: 25 minutes cycling","Chest: Incline Dumbbell Press (3 sets x 10 reps), Push-ups (3 sets x max reps) <br> Triceps: Skull Crushers (3 sets x 12 reps), Tricep Pushdowns (3 sets x 15 reps) <br> Abs: Bicycle Crunches (3 sets x 20 reps), Planks (3 sets x 45 seconds)","Back: Pull-ups (3 sets x max reps), Seated Cable Rows (3 sets x 12 reps) <br> Biceps: Preacher Curls (3 sets x 10 reps), Concentration Curls (3 sets x 12 reps) <br> Cardio: 20 minutes HIIT on rowing machine",Light stretching routine (15-20 minutes) <br> Brisk walk (30 minutes) <br> Yoga for relaxation (20 minutes)
50,35,Female,160,62,Lose,24.2,"Cardio: 30 minutes brisk walking on treadmill <br> Legs: Bodyweight Squats (3 sets x 12 reps), Lunges (3 sets x 10 reps each leg) <br> Abs: Crunches (3 sets x 15 reps), Plank (3 sets x 20 seconds)","Upper Body: Push-ups (3 sets x max reps), Dumbbell Rows (3 sets x 12 reps) <br> Arms: Dumbbell Curls (3 sets x 12 reps), Tricep Dips (3 sets x 10 reps) <br> Cardio: 20 minutes cycling","Cardio: 25 minutes jogging on treadmill <br> Lower Body: Step-ups (3 sets x 12 reps each leg), Glute Bridges (3 sets x 15 reps) <br> Core: Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 12 reps)","Upper Body: Dumbbell Shoulder Press (3 sets x 10 reps), Lat Pulldowns (3 sets x 12 reps) <br> Chest: Incline Push-ups (3 sets x max reps) <br> Cardio: 20 minutes elliptical","Full Body: Circuit training - Squats, Push-ups, Lunges, Dumbbell Rows, Mountain Climbers (3 rounds, 45 seconds each exercise, 15 seconds rest between exercises) <br> Cardio: 15 minutes HIIT on stationary bike","Legs: Goblet Squats (3 sets x 12 reps), Romanian Deadlifts (3 sets x 10 reps) <br> Arms: Hammer Curls (3 sets x 12 reps), Overhead Tricep Extensions (3 sets x 12 reps) <br> Cardio: 25 minutes brisk walking on incline",Gentle yoga routine (30 minutes) <br> Light stretching (15 minutes) <br> Meditation or deep breathing exercises (10 minutes)
51,42,Male,178,88,Lose,27.8,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Flyes (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Tricep Pushdowns (3 sets x 12 reps) <br> Cardio: 20 minutes HIIT on treadmill","Back: Deadlifts (4 sets x 8 reps), Pull-ups (3 sets x max reps), Seated Cable Rows (3 sets x 12 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Russian Twists (3 sets x 20 reps)","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 12 reps), Walking Lunges (3 sets x 10 reps each leg) <br> Calves: Standing Calf Raises (4 sets x 15 reps) <br> Cardio: 25 minutes on stair climber","Shoulders: Military Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps) <br> Traps: Barbell Shrugs (3 sets x 12 reps) <br> Abs: Planks (3 sets x 60 seconds), Bicycle Crunches (3 sets x 20 reps)","Chest: Incline Bench Press (4 sets x 8 reps), Dips (3 sets x max reps), Dumbbell Flyes (3 sets x 12 reps) <br> Triceps: Skull Crushers (3 sets x 10 reps), Rope Pushdowns (3 sets x 12 reps) <br> Cardio: 20 minutes on rowing machine","Back: T-Bar Rows (4 sets x 8 reps), Chin-ups (3 sets x max reps), Face Pulls (3 sets x 15 reps) <br> Biceps: Incline Dumbbell Curls (3 sets x 10 reps), Cable Curls (3 sets x 12 reps) <br> Abs: Decline Crunches (3 sets x 15 reps), Wood Choppers (3 sets x 12 reps each side)",Light cardio: 30 minutes brisk walking <br> Stretching routine (20 minutes) <br> Foam rolling for muscle recovery (15 minutes)
52,24,Female,165,55,Gain,20.2,"Full Body: Bodyweight Squats (3 sets x 12 reps), Push-ups (3 sets x max reps), Inverted Rows (3 sets x 10 reps) <br> Core: Plank (3 sets x 30 seconds), Bicycle Crunches (3 sets x 15 reps) <br> Cardio: 20 minutes brisk walking","Upper Body: Dumbbell Shoulder Press (3 sets x 10 reps), Dumbbell Bench Press (3 sets x 10 reps), Lat Pulldowns (3 sets x 12 reps) <br> Arms: Dumbbell Curls (3 sets x 12 reps), Tricep Dips (3 sets x max reps)","Lower Body: Lunges (3 sets x 10 reps each leg), Step-ups (3 sets x 12 reps each leg), Glute Bridges (3 sets x 15 reps) <br> Core: Russian Twists (3 sets x 20 reps), Leg Raises (3 sets x 12 reps) <br> Cardio: 15 minutes on stationary bike","Upper Body: Assisted Pull-ups (3 sets x max reps), Dumbbell Rows (3 sets x 12 reps), Incline Push-ups (3 sets x max reps) <br> Shoulders: Lateral Raises (3 sets x 12 reps), Front Raises (3 sets x 12 reps)","Full Body Circuit: Goblet Squats, Push-ups, Dumbbell Rows, Lunges, Plank (3 rounds, 45 seconds each exercise, 15 seconds rest between exercises) <br> Cardio: 20 minutes on elliptical","Lower Body: Bodyweight Squats (3 sets x 15 reps), Romanian Deadlifts (3 sets x 12 reps), Calf Raises (3 sets x 20 reps) <br> Arms: Hammer Curls (3 sets x 12 reps), Overhead Tricep Extensions (3 sets x 12 reps) <br> Core: Plank variations (3 sets x 45 seconds)",Yoga for beginners (30 minutes) <br> Light stretching routine (15 minutes) <br> Meditation or deep breathing exercises (10 minutes)
53,31,Male,172,70,Gain,23.7,"Chest: Bench Press (4 sets x 8 reps), Incline Dumbbell Press (3 sets x 10 reps), Cable Flyes (3 sets x 12 reps) <br> Triceps: Close Grip Bench Press (3 sets x 10 reps), Rope Pushdowns (3 sets x 12 reps) <br> Abs: Hanging Leg Raises (3 sets x 12 reps), Cable Crunches (3 sets x 15 reps)","Back: Deadlifts (4 sets x 6 reps), Pull-ups (4 sets x max reps), T-Bar Rows (3 sets x 10 reps) <br> Biceps: Barbell Curls (3 sets x 10 reps), Incline Dumbbell Curls (3 sets x 12 reps) <br> Cardio: 15 minutes HIIT on rowing machine","Legs: Squats (4 sets x 8 reps), Leg Press (3 sets x 12 reps), Walking Lunges (3 sets x 10 reps each leg) <br> Calves: Standing Calf Raises (4 sets x 15 reps), Seated Calf Raises (3 sets x 20 reps) <br> Abs: Decline Crunches (3 sets x 15 reps), Russian Twists (3 sets x 20 reps)","Shoulders: Military Press (4 sets x 8 reps), Lateral Raises (3 sets x 12 reps), Face Pulls (3 sets x 15 reps) <br> Traps: Barbell Shrugs (4 sets x 12 reps) <br> Cardio: 20 minutes on stair climber","Chest: Incline Bench Press (4 sets x 8 reps), Dips (3 sets x max reps), Dumbbell Flyes (3 sets x 12 reps) <br> Triceps: Skull Crushers (3 sets x 10 reps), Overhead Tricep Extensions (3 sets x 12 reps) <br> Abs: Planks (3 sets x 60 seconds), Wood Choppers (3 sets x 15 reps each side)","Back: Bent-over Rows (4 sets x 8 reps), Chin-ups (3 sets x max reps), Seated Cable Rows (3 sets x 12 reps) <br> Biceps: Preacher Curls (3 sets x 10 reps), Hammer Curls (3 sets x 12 reps) <br> Cardio: 15 minutes HIIT on stationary bike",Active recovery: 30 minutes light jogging or swimming <br> Full body stretching routine (20 minutes) <br> Foam rolling for muscle recovery (15 minutes)
54,23,Female,160,55,Maintain,21.5,Chest and Triceps: <br> Bench Press (3 sets x 8 reps) <br> Incline Dumbbell Press (3 sets x 10 reps) <br> Cable Crossover (3 sets x 12 reps) <br> Tricep Pushdown (3 sets x 12 reps) <br> Tricep Dips (3 sets x 10 reps),Back and Biceps: <br> Assisted Pull-ups (3 sets x 8 reps) <br> Seated Cable Rows (3 sets x 10 reps) <br> Lat Pulldown (3 sets x 12 reps) <br> Dumbbell Bicep Curls (3 sets x 12 reps) <br> Hammer Curls (3 sets x 10 reps),Legs and Shoulders: <br> Bodyweight Squats (3 sets x 15 reps) <br> Lunges (3 sets x 10 reps each leg) <br> Leg Press (3 sets x 12 reps) <br> Shoulder Press (3 sets x 10 reps) <br> Lateral Raises (3 sets x 12 reps),Cardio and Core: <br> Treadmill Walking (20 minutes) <br> Stationary Bike (15 minutes) <br> Plank (3 sets x 30 seconds) <br> Russian Twists (3 sets x 15 reps) <br> Leg Raises (3 sets x 12 reps),Full Body: <br> Push-ups (3 sets x 10 reps) <br> Bodyweight Rows (3 sets x 10 reps) <br> Goblet Squats (3 sets x 12 reps) <br> Dumbbell Shoulder Press (3 sets x 10 reps) <br> Plank to Downward Dog (3 sets x 10 reps),Cardio and Flexibility: <br> Elliptical Machine (25 minutes) <br> Yoga Flow (20 minutes) <br> Standing Calf Raises (3 sets x 15 reps) <br> Wall Sit (3 sets x 30 seconds),Light stretching (15 minutes) <br> Gentle walk (20 minutes) <br> Foam rolling (10 minutes)
55,39,Male,175,82,Lose,26.8,Chest and Triceps: <br> Bench Press (4 sets x 8 reps) <br> Incline Dumbbell Press (3 sets x 10 reps) <br> Cable Flyes (3 sets x 12 reps) <br> Tricep Pushdown (3 sets x 12 reps) <br> Overhead Tricep Extension (3 sets x 10 reps),Back and Biceps: <br> Deadlifts (4 sets x 6 reps) <br> Bent Over Rows (3 sets x 10 reps) <br> Lat Pulldown (3 sets x 12 reps) <br> Barbell Bicep Curls (3 sets x 12 reps) <br> Preacher Curls (3 sets x 10 reps),Legs: <br> Squats (4 sets x 8 reps) <br> Leg Press (3 sets x 12 reps) <br> Romanian Deadlifts (3 sets x 10 reps) <br> Leg Extensions (3 sets x 15 reps) <br> Leg Curls (3 sets x 15 reps),Shoulders and Abs: <br> Military Press (4 sets x 8 reps) <br> Lateral Raises (3 sets x 12 reps) <br> Front Raises (3 sets x 12 reps) <br> Plank (3 sets x 45 seconds) <br> Russian Twists (3 sets x 20 reps),Full Body Circuit: <br> Burpees (3 sets x 10 reps) <br> Dumbbell Thrusters (3 sets x 12 reps) <br> Mountain Climbers (3 sets x 20 reps) <br> Renegade Rows (3 sets x 10 reps) <br> Jump Squats (3 sets x 15 reps),"HIIT Cardio: <br> Treadmill Sprints (10 sets: 30 sec sprint, 30 sec rest) <br> Battle Ropes (4 sets x 30 seconds) <br> Box Jumps (4 sets x 10 reps) <br> Kettlebell Swings (3 sets x 15 reps)",Light jog (20 minutes) <br> Stretching routine (15 minutes) <br> Foam rolling (10 minutes)
56,28,Female,165,68,Lose,25,Upper Body: <br> Push-ups (3 sets x 8 reps) <br> Assisted Pull-ups (3 sets x 6 reps) <br> Dumbbell Shoulder Press (3 sets x 10 reps) <br> Tricep Dips (3 sets x 10 reps) <br> Bicep Curls (3 sets x 12 reps),Lower Body: <br> Bodyweight Squats (3 sets x 12 reps) <br> Lunges (3 sets x 10 reps each leg) <br> Glute Bridges (3 sets x 15 reps) <br> Calf Raises (3 sets x 20 reps) <br> Wall Sit (3 sets x 30 seconds),Cardio and Core: <br> Brisk Walking on Treadmill (20 minutes) <br> Bicycle Crunches (3 sets x 15 reps) <br> Plank (3 sets x 30 seconds) <br> Russian Twists (3 sets x 12 reps) <br> Leg Raises (3 sets x 10 reps),Upper Body: <br> Incline Push-ups (3 sets x 10 reps) <br> Dumbbell Rows (3 sets x 12 reps) <br> Lateral Raises (3 sets x 12 reps) <br> Tricep Kickbacks (3 sets x 12 reps) <br> Hammer Curls (3 sets x 12 reps),Lower Body and Core: <br> Step-ups (3 sets x 10 reps each leg) <br> Bodyweight Romanian Deadlifts (3 sets x 12 reps) <br> Sumo Squats (3 sets x 12 reps) <br> Plank to Downward Dog (3 sets x 10 reps) <br> Side Plank (3 sets x 20 seconds each side),Full Body Circuit: <br> Jumping Jacks (3 sets x 30 seconds) <br> Mountain Climbers (3 sets x 20 reps) <br> Squat to Overhead Press (3 sets x 12 reps) <br> Burpees (3 sets x 8 reps) <br> Supermans (3 sets x 12 reps),Yoga flow (20 minutes) <br> Light stretching (15 minutes) <br> Meditation (10 minutes)
57,33,Male,178,75,Gain,23.7,Chest and Triceps: <br> Bench Press (4 sets x 6-8 reps) <br> Incline Dumbbell Press (4 sets x 8-10 reps) <br> Cable Flyes (3 sets x 10-12 reps) <br> Close Grip Bench Press (3 sets x 8-10 reps) <br> Tricep Pushdown (3 sets x 10-12 reps),Back and Biceps: <br> Deadlifts (4 sets x 5-7 reps) <br> Pull-ups (4 sets x max reps) <br> Bent Over Rows (4 sets x 8-10 reps) <br> Lat Pulldown (3 sets x 10-12 reps) <br> Barbell Curls (3 sets x 8-10 reps) <br> Hammer Curls (3 sets x 10-12 reps),Legs: <br> Squats (4 sets x 6-8 reps) <br> Leg Press (4 sets x 8-10 reps) <br> Romanian Deadlifts (3 sets x 8-10 reps) <br> Leg Extensions (3 sets x 12-15 reps) <br> Leg Curls (3 sets x 12-15 reps) <br> Standing Calf Raises (4 sets x 15-20 reps),Shoulders and Abs: <br> Military Press (4 sets x 6-8 reps) <br> Lateral Raises (3 sets x 10-12 reps) <br> Front Raises (3 sets x 10-12 reps) <br> Upright Rows (3 sets x 8-10 reps) <br> Hanging Leg Raises (3 sets x max reps) <br> Cable Crunches (3 sets x 12-15 reps),Full Body Power: <br> Power Cleans (4 sets x 5-7 reps) <br> Box Jumps (4 sets x 8-10 reps) <br> Dumbbell Thrusters (3 sets x 10-12 reps) <br> Kettlebell Swings (3 sets x 15-20 reps) <br> Medicine Ball Slams (3 sets x 10-12 reps),Hypertrophy Focus: <br> Incline Bench Press (4 sets x 8-10 reps) <br> T-Bar Rows (4 sets x 8-10 reps) <br> Dumbbell Lunges (3 sets x 10-12 reps per leg) <br> Arnold Press (3 sets x 10-12 reps) <br> Skull Crushers (3 sets x 10-12 reps) <br> Preacher Curls (3 sets x 10-12 reps),Active Recovery: <br> Light jog or brisk walk (20 minutes) <br> Dynamic stretching routine (15 minutes) <br> Foam rolling (10 minutes) <br> Light core work: Planks and Russian twists (3 sets each)
58,26,Female,162,50,Gain,19.1,Full Body: <br> Goblet Squats (3 sets x 10-12 reps) <br> Dumbbell Bench Press (3 sets x 8-10 reps) <br> Assisted Pull-ups (3 sets x 6-8 reps) <br> Dumbbell Shoulder Press (3 sets x 8-10 reps) <br> Dumbbell Romanian Deadlifts (3 sets x 10-12 reps),Lower Body Focus: <br> Barbell Hip Thrusts (4 sets x 10-12 reps) <br> Bulgarian Split Squats (3 sets x 8-10 reps per leg) <br> Leg Press (3 sets x 12-15 reps) <br> Walking Lunges (3 sets x 10 steps each leg) <br> Calf Raises (4 sets x 15-20 reps),Upper Body Push: <br> Push-ups (3 sets x max reps) <br> Incline Dumbbell Press (3 sets x 8-10 reps) <br> Overhead Tricep Extensions (3 sets x 10-12 reps) <br> Lateral Raises (3 sets x 12-15 reps) <br> Face Pulls (3 sets x 12-15 reps),Lower Body and Core: <br> Sumo Deadlifts (4 sets x 8-10 reps) <br> Hack Squats (3 sets x 10-12 reps) <br> Glute Ham Raises (3 sets x 8-10 reps) <br> Plank (3 sets x 45 seconds) <br> Russian Twists (3 sets x 20 reps),Upper Body Pull: <br> Lat Pulldowns (3 sets x 10-12 reps) <br> Seated Cable Rows (3 sets x 10-12 reps) <br> Dumbbell Bicep Curls (3 sets x 10-12 reps) <br> Reverse Flyes (3 sets x 12-15 reps) <br> Farmer's Walks (3 sets x 30 seconds),Full Body Circuit: <br> Kettlebell Swings (3 sets x 15 reps) <br> Dumbbell Thrusters (3 sets x 12 reps) <br> Renegade Rows (3 sets x 10 reps per arm) <br> Box Step-ups (3 sets x 10 reps per leg) <br> Battle Ropes (3 sets x 30 seconds),Active Recovery: <br> Yoga flow (20 minutes) <br> Light cardio (stationary bike or elliptical) (15 minutes) <br> Stretching routine (10 minutes) <br> Foam rolling (10 minutes)
59,28,Male,175,80,Lose,26.1,"Chest: Bench Press (4 sets x 10 reps), Pushup (4 sets x 15 reps) <br> Triceps: Tricep Dips (4 sets x 12 reps), Tricep Pushdown (4 sets x 15 reps)","Back: Deadlift (4 sets x 10 reps), Pull-Up (4 sets x 8 reps) <br> Biceps: Barbell Curl (4 sets x 12 reps), Hammer Curl (4 sets x 10 reps)","Legs: Squat (4 sets x 12 reps), Leg Press (4 sets x 10 reps) <br> Calves: Calf Raise (4 sets x 15 reps)","Shoulders: Overhead Press (4 sets x 10 reps), Lateral Raise (4 sets x 12 reps) <br> Core: Plank (4 sets x 1 min), Russian Twist (4 sets x 20 reps)","Chest: Incline Bench Press (4 sets x 10 reps), Pushup (4 sets x 15 reps) <br> Triceps: Overhead Tricep Extension (4 sets x 12 reps), Tricep Dips (4 sets x 12 reps)","Full Body: Deadlift (4 sets x 10 reps), Squat (4 sets x 12 reps), Pushup (4 sets x 15 reps)","Rest Day: Light stretching, yoga"
60,24,Female,160,55,Maintain,21.5,"Chest: Pushup (3 sets x 12 reps), Dumbbell Chest Press (3 sets x 10 reps) <br> Triceps: Tricep Dips (3 sets x 10 reps)","Back: Lat Pulldown (3 sets x 10 reps), Bent Over Row (3 sets x 10 reps) <br> Biceps: Dumbbell Curl (3 sets x 12 reps), Hammer Curl (3 sets x 10 reps)","Legs: Bodyweight Squat (3 sets x 15 reps), Lunges (3 sets x 12 reps) <br> Calves: Calf Raise (3 sets x 15 reps)","Shoulders: Dumbbell Shoulder Press (3 sets x 10 reps), Lateral Raise (3 sets x 12 reps) <br> Core: Plank (3 sets x 45 sec), Russian Twist (3 sets x 20 reps)","Chest: Pushup (3 sets x 12 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Dips (3 sets x 10 reps)","Full Body: Deadlift (3 sets x 10 reps), Bodyweight Squat (3 sets x 15 reps), Pushup (3 sets x 12 reps)","Rest Day: Light stretching, yoga"
61,35,Male,170,85,Lose,29.4,"Chest: Bench Press (4 sets x 10 reps), Pushup (4 sets x 15 reps) <br> Triceps: Tricep Dips (4 sets x 12 reps), Tricep Pushdown (4 sets x 15 reps)","Back: Deadlift (4 sets x 10 reps), Pull-Up (4 sets x 8 reps) <br> Biceps: Barbell Curl (4 sets x 12 reps), Hammer Curl (4 sets x 10 reps)","Legs: Squat (4 sets x 12 reps), Leg Press (4 sets x 10 reps) <br> Calves: Calf Raise (4 sets x 15 reps)","Shoulders: Overhead Press (4 sets x 10 reps), Lateral Raise (4 sets x 12 reps) <br> Core: Plank (4 sets x 1 min), Russian Twist (4 sets x 20 reps)","Chest: Incline Bench Press (4 sets x 10 reps), Pushup (4 sets x 15 reps) <br> Triceps: Overhead Tricep Extension (4 sets x 12 reps), Tricep Dips (4 sets x 12 reps)","Full Body: Deadlift (4 sets x 10 reps), Squat (4 sets x 12 reps), Pushup (4 sets x 15 reps)","Rest Day: Light stretching, yoga"
62,30,Female,165,70,Lose,25.7,"Chest: Pushup (3 sets x 12 reps), Dumbbell Chest Press (3 sets x 10 reps) <br> Triceps: Tricep Dips (3 sets x 10 reps)","Back: Lat Pulldown (3 sets x 10 reps), Bent Over Row (3 sets x 10 reps) <br> Biceps: Dumbbell Curl (3 sets x 12 reps), Hammer Curl (3 sets x 10 reps)","Legs: Bodyweight Squat (3 sets x 15 reps), Lunges (3 sets x 12 reps) <br> Calves: Calf Raise (3 sets x 15 reps)","Shoulders: Dumbbell Shoulder Press (3 sets x 10 reps), Lateral Raise (3 sets x 12 reps) <br> Core: Plank (3 sets x 45 sec), Russian Twist (3 sets x 20 reps)","Chest: Pushup (3 sets x 12 reps), Dumbbell Fly (3 sets x 12 reps) <br> Triceps: Tricep Dips (3 sets x 10 reps)","Full Body: Deadlift (3 sets x 10 reps), Bodyweight Squat (3 sets x 15 reps), Pushup (3 sets x 12 reps)","Rest Day: Light stretching, yoga"
63,26,Male,180,90,Gain,27.8,"Chest: Bench Press (4 sets x 10 reps), Pushup (4 sets x 15 reps) <br> Triceps: Tricep Dips (4 sets x 12 reps), Tricep Pushdown (4 sets x 15 reps)","Back: Deadlift (4 sets x 10 reps), Pull-Up (4 sets x 8 reps) <br> Biceps: Barbell Curl (4 sets x 12 reps), Hammer Curl (4 sets x 10 reps)","Legs: Squat (4 sets x 12 reps), Leg Press (4 sets x 10 reps) <br> Calves: Calf Raise (4 sets x 15 reps)","Shoulders: Overhead Press (4 sets x 10 reps), Lateral Raise (4 sets x 12 reps) <br> Core: Plank (4 sets x 1 min), Russian Twist (4 sets x 20 reps)","Chest: Incline Bench Press (4 sets x 10 reps), Pushup (4 sets x 15 reps) <br> Triceps: Overhead Tricep Extension (4 sets x 12 reps), Tricep Dips (4 sets x 12 reps)","Full Body: Deadlift (4 sets x 10 reps), Squat (4 sets x 12 reps), Pushup (4 sets x 15 reps)","Rest Day: Light stretching, yoga"
